id,author,state,created_at,closed_at,title
2088888608,Quantbrinx,closed,2024-01-18 19:03:50+00:00,2024-04-18 14:59:46+00:00,Error in Timesnet Short term Forecasting Model Training (modelConfig)
2087855175,XDAntenna,closed,2024-01-18 09:19:49+00:00,2024-01-18 15:26:13+00:00,multivariable test results
2086306598,myflash163,closed,2024-01-17 14:24:56+00:00,2024-07-14 10:07:33+00:00,分类实验结果无法复现
2079217715,ZinebSN,closed,2024-01-12 16:20:57+00:00,2024-01-17 16:55:16+00:00,Non-overlapping sliding window for anomaly detection experiments
2076737707,zzwzz1998,closed,2024-01-11 14:00:30+00:00,2024-09-11 09:43:43+00:00,add SCINet into baseline
2069709067,WenWeiTHU,closed,2024-01-08 05:31:48+00:00,2024-01-08 05:34:19+00:00,fix KPLayer in Koopa.py
2065013852,yanghu819,closed,2024-01-04 05:15:24+00:00,2024-01-04 05:21:15+00:00,无法复现结果，用了torch1.7.1也一样不行
2062762608,ChuckTG,closed,2024-01-02 18:01:06+00:00,2024-01-03 15:26:50+00:00,Add FreTS model
2061095346,toby911,closed,2023-12-31 15:33:23+00:00,2024-01-01 08:43:04+00:00,"想问一下为什么我自己的数据 只有两列,会出现Nan这种情况"
2059177334,jack4python,closed,2023-12-29 08:03:36+00:00,2024-01-01 08:45:17+00:00,Insufficient GPU memory for the long term forecast task
2059004033,xiaoxiaomiwang,closed,2023-12-29 02:23:22+00:00,2024-02-19 07:39:19+00:00,Something wrong on short_term_forecast
2056362071,ajikmr,closed,2023-12-26 12:21:32+00:00,2023-12-27 07:34:17+00:00,Koopa module - seg_len parmeter
2056323856,ajikmr,closed,2023-12-26 11:31:13+00:00,2024-06-14 01:53:25+00:00,Koopa module - torch.linalg.lstsq call
2055420091,luwanrong,closed,2023-12-25 06:18:42+00:00,2023-12-27 07:37:27+00:00,关于开源代码和论文实验结果复现问题
2054807601,Hank0626,closed,2023-12-23 14:42:34+00:00,2023-12-24 12:48:36+00:00,How to obtain PEMS and Solar-Energy datasets in iTransformer
2053539145,Songyihu,closed,2023-12-22 08:02:22+00:00,2023-12-24 12:51:23+00:00,TimeSeries classification task
2045641866,Diroooomy,closed,2023-12-18 03:03:58+00:00,2023-12-18 05:40:25+00:00,论文中其他SOTA方法的数据来源
2040754348,CSyyn,closed,2023-12-14 01:47:04+00:00,2023-12-15 02:30:38+00:00,关于NSTransformer ECL scripts
2039694554,yyqRua,closed,2023-12-13 13:16:49+00:00,2023-12-14 02:59:53+00:00,进行long term forecasting，设置features参数为MS时，target参数无法正确选中目标数据列
2038908808,ipsum-0320,closed,2023-12-13 04:02:09+00:00,2023-12-13 08:16:42+00:00,About num of TimesBlock
2037253626,Jackson906E,closed,2023-12-12 08:39:22+00:00,2023-12-13 08:51:06+00:00,The problem of reproduction of model results
2035508201,Zh-XY22,closed,2023-12-11 11:55:09+00:00,2023-12-11 12:19:12+00:00,TimesNet的predict_linear
2032392393,lovechang1986,closed,2023-12-08 10:27:31+00:00,2023-12-10 13:15:42+00:00,关于时间序列分类
2031416676,goutianrui,closed,2023-12-07 19:48:31+00:00,2023-12-13 08:46:27+00:00,有关使用自己数据进行训练时发生TypeError报错
2029806750,xuliangxd,closed,2023-12-07 03:23:04+00:00,2023-12-07 15:20:17+00:00,运行时间问题
2028287236,591343,closed,2023-12-06 11:01:31+00:00,2023-12-07 15:21:10+00:00,classification task
2027995038,kirathes,closed,2023-12-06 08:21:54+00:00,2023-12-13 08:40:55+00:00,'FileNotFoundError': 运行short-term预测的Nonstationary_Transformer_M4.sh报错
2024996882,jianzuo,closed,2023-12-04 23:40:00+00:00,2023-12-13 08:44:32+00:00,"Can we have implementation demos for some basic DL models, such as MLP, LSTM, GRU?"
2023794822,Mico3o,closed,2023-12-04 12:54:52+00:00,2023-12-05 03:49:25+00:00,Update README.md
2023560315,Guanyunlph,closed,2023-12-04 10:48:19+00:00,2023-12-04 12:02:43+00:00,训练更多的轮数和更久，结果并不会更好，但模型显然没有拟合的问题
2023119236,cbergmeir,closed,2023-12-04 06:23:50+00:00,2023-12-04 06:58:00+00:00,Comparison with results from original M4 participants?
2022274962,zhoujs93,closed,2023-12-03 01:01:08+00:00,2023-12-03 02:47:53+00:00,Training taking a very long time 
2021123507,hughxx,closed,2023-12-01 15:41:23+00:00,2023-12-02 02:45:42+00:00,iTransformer中的PEMS03数据集应该如何使用
2020787898,Neehan,closed,2023-12-01 12:28:07+00:00,2023-12-03 03:00:21+00:00,Cannot Reproduce iTransformer performance on the ETT dataset
2019979794,FarahSaeed,closed,2023-12-01 03:24:48+00:00,2023-12-13 08:48:55+00:00,Running long term forecasting on custom data
2019874662,HuntZhaozq,closed,2023-12-01 01:41:31+00:00,2023-12-01 03:18:27+00:00,模型部署
2017896254,hughxx,closed,2023-11-30 05:20:38+00:00,2023-11-30 06:09:23+00:00,库中PatchTST与PatchTST原生代码差距过大，包括训练代码和模型代码
2016013755,kirathes,closed,2023-11-29 07:53:13+00:00,2023-11-30 06:09:33+00:00,"When the sh command finished, no print of the metric result: smape, mape,etc. (short-term训练结束之后没有打印smape, mape等评价指标的结果)"
2015906234,JiangtaoLiud,closed,2023-11-29 06:27:27+00:00,2023-11-29 08:26:56+00:00,provide LSTM code
2012372016,Diroooomy,closed,2023-11-27 14:13:31+00:00,2023-11-30 06:09:53+00:00,About the metrics of iTransformer in long-term forecasting task.
2012020755,hughxx,closed,2023-11-27 11:00:36+00:00,2023-11-27 11:45:32+00:00,itransformer，weather数据集复现精度异常
2011553323,erikalien5595,closed,2023-11-27 06:09:53+00:00,2023-11-27 07:29:06+00:00,Market数据集问题
2011057680,yycyyyc321,closed,2023-11-26 14:12:37+00:00,2023-11-27 06:00:24+00:00,部分模型的参考文献，翻墙了都无法下载
2009457282,david-95,closed,2023-11-24 10:11:15+00:00,2023-11-26 09:30:12+00:00,Is  .ts file in dataset be aeon ts format?  how to convert to .ts from .csv file ?
2008326308,Diroooomy,closed,2023-11-23 14:20:50+00:00,2023-11-24 03:52:24+00:00,关于Scripts中各模型的运行脚本文件
2006663794,ptsialis,closed,2023-11-22 16:04:10+00:00,2023-11-23 02:02:37+00:00,Datasets and VRAM
2005594088,jdleaverton,closed,2023-11-22 05:18:48+00:00,2023-11-22 12:45:06+00:00,Format console args print for readability
2004410805,jurij-ch,closed,2023-11-21 14:28:41+00:00,2023-11-22 12:52:18+00:00,[bug-fix] Values of args are not actual while printing in console.
2004175321,jurij-ch,closed,2023-11-21 12:25:12+00:00,2023-11-21 14:24:06+00:00,[bug-fix] Values of args are not actual while printing in console.
1997268802,eepishin,closed,2023-11-16 16:33:26+00:00,2023-11-22 10:42:18+00:00,M4 training scripts are not repoducible
1990203059,zfbz,closed,2023-11-13 09:10:33+00:00,2023-11-13 12:43:58+00:00,TimesNet 论文中报告的结果具体是怎么计算的
1987467533,liujian123223,closed,2023-11-10 11:43:21+00:00,2023-11-11 04:17:52+00:00,FEDformer中的MOEDecomp分解模块没有使用？
1986682551,FarahSaeed,closed,2023-11-10 01:32:09+00:00,2023-11-10 03:37:27+00:00,Error related to conv_kernel in MiCN ILI_script 
1986423547,Gczmy,closed,2023-11-09 21:23:24+00:00,2023-11-10 03:32:55+00:00,长时预测时，预测结果与真实值相比有偏移的现象
1984747751,NEUCMD,closed,2023-11-09 03:22:42+00:00,2023-11-09 03:47:21+00:00,Why test_loader use batchsize=1
1983133794,jianlaigeng,closed,2023-11-08 09:23:30+00:00,2023-11-08 10:46:33+00:00,寻找周期的问题
1983020958,ZF1Huang,closed,2023-11-08 08:28:40+00:00,2023-11-08 10:50:09+00:00,informer在Anomaly Detection任务上的排名问题
1982790065,maheshyadav007,closed,2023-11-08 05:42:27+00:00,2023-11-08 10:44:57+00:00,Problem in FFT_for_Period(...) in TimesNet.py
1982006903,blackvvine,closed,2023-11-07 18:48:06+00:00,2024-06-14 01:52:52+00:00,Support Temporal Fusion Transformer
1977096704,Lindanhan,closed,2023-11-04 01:21:26+00:00,2023-11-05 11:18:29+00:00,What if target is not in features?
1974049176,Vector-Cross,closed,2023-11-02 11:29:23+00:00,2023-11-03 05:34:13+00:00,大神们效果咋样，为啥我的效果都不咋地，难道是我 pytorch 版本2.1.0导致的
1973430066,Conliq,closed,2023-11-02 03:17:20+00:00,2023-11-02 05:45:50+00:00,"fft function no attribute ""rfft"" and ""rfftfreq"""
1973426575,jiengup,open,2023-11-02 03:12:49+00:00,,[bug-fix] TimeFeatureEmbedding KeyError with detailed freq arg.
1973342471,weituo2002,closed,2023-11-02 01:27:12+00:00,2024-02-04 02:47:13+00:00,是否能够将谷歌的与Transformer模型对比的TSMixer: An all-MLP architecture for time series forecasting 模型纳入本库中呢？
1970789145,Techuuu,closed,2023-10-31 15:57:13+00:00,2023-11-01 03:13:30+00:00,Update README.md
1970318832,carlosg-m,closed,2023-10-31 12:07:22+00:00,2023-10-31 13:05:43+00:00,Train script example
1969731807,maohaotiancs,closed,2023-10-31 06:24:57+00:00,2023-10-31 06:34:21+00:00,关于论文中的Variate generalization实验
1967713903,gauridargar,closed,2023-10-30 07:47:41+00:00,2023-10-30 10:44:59+00:00,backward prediction issue
1967346096,hhr114,closed,2023-10-30 02:28:04+00:00,2023-10-30 03:58:52+00:00,Koopa的预测效果
1967226759,Gczmy,closed,2023-10-29 23:59:05+00:00,2023-10-30 13:06:34+00:00,"long_term_forecast, feature='MS', 使用inverse_transform方法时报错。"
1967052772,PentesterPriyanshu,closed,2023-10-29 16:13:44+00:00,2023-10-29 17:14:50+00:00,Create .gitpod.yml
1966990813,jianlaigeng,closed,2023-10-29 13:26:44+00:00,2023-10-29 14:52:18+00:00,.ts数据集问题
1966962655,mohitd404,closed,2023-10-29 12:05:23+00:00,2023-10-29 14:49:11+00:00,Updated Contributors Section
1966961207,mohitd404,closed,2023-10-29 12:01:02+00:00,2023-10-29 14:49:12+00:00,Adding Contributors section to the readme.md 
1966841914,haolong114,closed,2023-10-29 04:39:19+00:00,2023-10-29 14:51:34+00:00,多显卡运行
1966831730,ammtjm,closed,2023-10-29 03:46:11+00:00,2023-10-29 11:14:52+00:00,Misspelled path name?
1966379086,qiu69,closed,2023-10-28 02:46:48+00:00,2023-10-28 11:35:27+00:00,超参数问题
1965410167,ipsum-0320,closed,2023-10-27 12:17:35+00:00,2023-10-27 15:03:27+00:00,在 exp_long_term_forecasting.py 中的 test 方法中，参数 label_len 是不是在预测过程中没有起到作用？
1965354396,Braysoft,closed,2023-10-27 11:48:02+00:00,2023-10-27 15:04:32+00:00,ML.TimeSeries nuget packages cause WACK (Windows App Cert Kit) fail on release build
1964827001,lichenyu20,closed,2023-10-27 06:04:16+00:00,2023-10-27 06:29:11+00:00,add Koopa
1964822903,lichenyu20,closed,2023-10-27 06:00:15+00:00,2023-10-27 06:02:07+00:00,add Koopa
1964725612,Conliq,closed,2023-10-27 04:04:05+00:00,2023-10-27 06:28:21+00:00,貌似卡住了
1963409235,Kiyi-Lee,closed,2023-10-26 12:08:31+00:00,2023-10-26 16:11:12+00:00,The selection of the pred_len parameter in classification tasks
1962874148,CSyyn,closed,2023-10-26 07:20:20+00:00,2023-10-27 06:33:29+00:00,could you please add Koopa model  
1961907894,RS-labhub,closed,2023-10-25 17:33:00+00:00,2023-10-26 03:37:36+00:00,README.md
1960487500,Kris248,open,2023-10-25 04:03:01+00:00,,Added code of conduct file.
1959914667,willxxy,closed,2023-10-24 19:14:27+00:00,2023-11-22 10:38:30+00:00,Long-term Forecasting with TiDE: Time-series Dense Encoder
1958572502,jexterliangsufe,closed,2023-10-24 05:58:59+00:00,2023-10-24 07:26:04+00:00,Practical time series problems in industry
1957839981,harshhere905,closed,2023-10-23 19:03:30+00:00,2023-10-24 12:55:06+00:00,Update README.md
1957333274,romitp4l,closed,2023-10-23 14:38:14+00:00,2023-10-23 16:51:05+00:00,added a missing CODE OF CONDUCT file 
1957191192,bhargavshirin,closed,2023-10-23 13:35:50+00:00,2023-10-23 14:16:13+00:00,added full_stops
1955759370,Shivam250702,closed,2023-10-22 04:46:21+00:00,2023-10-22 09:06:23+00:00,Update README.md
1955758456,ayushrakesh,closed,2023-10-22 04:41:31+00:00,2023-10-22 09:10:55+00:00,Update README.md - Fixed a Grammar bug in README.md file.
1955757081,soulZhaoL,closed,2023-10-22 04:34:47+00:00,2023-10-23 03:57:22+00:00,关于分类任务的疑问
1955741215,alienishi,closed,2023-10-22 03:16:04+00:00,2023-10-22 09:13:33+00:00,docs: Corrected minute grammatical errors in README.md
1955619875,0Armaan025,closed,2023-10-21 18:38:35+00:00,2024-08-15 03:08:53+00:00,Made CONTRIBUTING.md
1955551089,flydragon2018,closed,2023-10-21 16:02:51+00:00,2023-10-21 16:06:28+00:00,python version
1955488937,ShikhaKumari01,closed,2023-10-21 13:15:03+00:00,2023-10-22 09:10:16+00:00,Create tic_tac_toe.cpp
1955488784,shresthasurav,closed,2023-10-21 13:14:38+00:00,2023-10-22 09:08:30+00:00,docs: fix and improve content in tutorial/TimesNet_tutorial.ipynb
1955488061,FarukhS52,closed,2023-10-21 13:12:53+00:00,2023-10-22 09:10:39+00:00,Fixed Typos and grammar issues in Readme.md
1955422917,eltociear,closed,2023-10-21 10:16:02+00:00,2023-10-21 11:20:50+00:00,Fix typo in README.md
1953821953,lqf0624,closed,2023-10-20 08:44:45+00:00,2023-10-23 03:58:37+00:00,关于long-term 任务中的M Feature
1953398791,zfbz,closed,2023-10-20 02:40:03+00:00,2023-10-23 04:01:27+00:00,imputation 任务中标准化和 mask 的顺序问题
1952330868,lartpang,closed,2023-10-19 13:55:18+00:00,2023-10-23 04:02:15+00:00,How do you draw the nice radar graph in the paper iTransformer?
1951092488,yichenwang231,closed,2023-10-19 02:49:59+00:00,2024-07-14 10:17:51+00:00,Questions about evaluating metric ACC
1949190370,hhr114,closed,2023-10-18 08:38:27+00:00,2023-10-19 08:06:58+00:00,Koopa request!
1949149452,mambasmile,closed,2023-10-18 08:17:50+00:00,2023-10-19 07:15:25+00:00,如何获取预处理后的m4数据集，原链接已失效
1945479939,ChuckTG,closed,2023-10-16 15:15:22+00:00,2023-10-17 01:58:25+00:00,Update iTransformer_ETTh2.sh to match the dims of ETT dataset
1943887764,somaonishi,closed,2023-10-15 13:22:13+00:00,2023-10-15 14:57:18+00:00,Why use CorrAttention in iTransformer?
1943700984,jerrywn121,closed,2023-10-15 04:18:09+00:00,2023-10-15 11:25:16+00:00,How is the model performance evaluated?
1939515637,JieDengsc,closed,2023-10-12 08:48:42+00:00,2023-10-16 03:34:03+00:00,inverse_transform修改后仍然存在问题
1939090982,MeB4You,closed,2023-10-12 03:04:18+00:00,2023-10-13 06:01:22+00:00,New baseline
1937779939,Kiyi-Lee,closed,2023-10-11 13:25:50+00:00,2023-10-13 06:12:38+00:00,关于分类任务.ts格式数据集问题
1936630695,hnczj,closed,2023-10-11 02:01:49+00:00,2023-10-11 02:29:33+00:00,"period = x.shape[1] // top_list   top_list里边是frequency的 index,请问这里用时序长度/index，为何得到的是周期？？？如果/frequency似乎更容易理解，期待回复，非常感谢！"
1931919807,khairulislam,closed,2023-10-08 16:57:56+00:00,2023-10-24 04:29:23+00:00,Attention heads support hardcoded to size 8 in FEDformer
1931233944,Aaronhuang-778,closed,2023-10-07 07:22:27+00:00,2023-10-08 03:12:26+00:00,Transformer structure
1928464791,linfeng-du,closed,2023-10-05 14:38:49+00:00,2023-10-07 06:40:18+00:00,Data leakage in the M4 experiments
1925632005,Pupuliu,closed,2023-10-04 08:02:16+00:00,2023-10-05 11:39:34+00:00,关于TypeError: 'NoneType' object is not subscriptable
1924367167,lovechang1986,closed,2023-10-03 15:12:56+00:00,2023-10-05 11:38:12+00:00,时序预测应用问题咨询？
1924363165,lovechang1986,closed,2023-10-03 15:10:47+00:00,2023-10-05 11:40:51+00:00,Docker文件环境配置
1924121413,fengqsam,closed,2023-10-03 13:09:48+00:00,2023-10-05 11:41:30+00:00,About LSTM on your paper 
1918039037,linfeng-du,closed,2023-09-28 18:13:44+00:00,2023-10-23 04:06:46+00:00,Softmax not suitable for normalizing the amplitudes
1914572358,civilengineeringdoghelpme,closed,2023-09-27 02:24:02+00:00,2023-09-28 06:51:29+00:00,请问layers是什么库呢？该如何导入
1914253428,ramankhurana,closed,2023-09-26 20:29:57+00:00,2023-10-23 04:07:53+00:00,too many open files 
1913917445,pohlchri,closed,2023-09-26 16:47:49+00:00,2023-10-01 12:29:21+00:00,Quick question regarding the embed arg
1912166200,pohlchri,closed,2023-09-25 19:39:27+00:00,2023-09-26 16:59:58+00:00,Inverse of the results in preds and trues
1911989284,lsl0000,closed,2023-09-25 17:37:19+00:00,2023-09-28 06:52:00+00:00,无法获取 preds.npy 和 trues.npy 去规范化的数据。
1910993819,TMullerSG,closed,2023-09-25 08:48:42+00:00,2023-09-30 14:48:13+00:00,how to add future covariants to timesnet?
1908224307,rdyan0053,closed,2023-09-22 05:50:10+00:00,2023-09-30 14:50:06+00:00,Confusion about padding in the classification task 
1908152114,alifa98,closed,2023-09-22 04:14:54+00:00,2023-10-13 06:07:33+00:00,TSMixer: Lightweight MLP-Mixer Model for Multivariate Time Series Forecasting
1904543894,jason51108,closed,2023-09-20 09:09:36+00:00,2023-10-05 11:42:07+00:00,关于依赖版本不对的问题
1904506890,pohlchri,closed,2023-09-20 08:52:03+00:00,2023-09-24 19:07:48+00:00,Visualization prediction vs. actual
1904371908,TMullerSG,closed,2023-09-20 07:43:40+00:00,2023-12-13 08:46:53+00:00,MS feature not availabel for some models like autoformer
1902809051,zfbz,closed,2023-09-19 11:54:14+00:00,2023-09-20 04:03:09+00:00,TimesNet 时间序列分类复现结果与论文结果差异
1901900678,cenggokhan,closed,2023-09-18 23:26:20+00:00,2023-09-20 04:04:38+00:00,args.freq question
1901128731,qinmoelei,closed,2023-09-18 14:56:08+00:00,2023-09-19 12:40:28+00:00,Problem regarding the implementation for basic self attention
1900496777,lsl0000,closed,2023-09-18 09:09:54+00:00,2023-10-13 06:11:08+00:00,关于FiLM和MICN无法运行的问题
1900363084,lsl0000,closed,2023-09-18 07:49:09+00:00,2023-10-13 06:10:03+00:00,关于预测结果不准确的问题
1897906289,hhr114,closed,2023-09-15 07:54:36+00:00,2023-09-20 04:07:21+00:00,long-term forecasting 和 short-term forecasting 的区别
1897810058,hhr114,closed,2023-09-15 06:42:16+00:00,2023-09-19 02:11:38+00:00,测试出现数据集泄露？
1893889454,weituo2002,closed,2023-09-13 07:09:14+00:00,2023-09-13 09:33:10+00:00,there is bug in exp_short_term_forecasting.py
1893646845,weituo2002,closed,2023-09-13 03:17:18+00:00,2023-09-13 09:33:16+00:00,there is bug in exp_short_term_forecasting.py
1893618133,1400432574,closed,2023-09-13 02:36:34+00:00,2023-09-13 09:39:02+00:00,关于TimesNet分类使用自制数据集
1892025236,SodiumBoloxide,closed,2023-09-12 08:59:24+00:00,2023-09-13 09:34:38+00:00,Make library usable in Google Colab
1885924302,lizhuoq,closed,2023-09-07 13:40:57+00:00,2023-09-08 00:17:12+00:00,预测的时间序列有缺失值处理问题
1883522755,goodlucky111,closed,2023-09-06 08:34:17+00:00,2023-09-08 00:18:37+00:00,AttributeError: 'Namespace' object has no attribute 'frequency_map'，
1881668362,fengqsam,closed,2023-09-05 10:20:41+00:00,2023-09-05 12:46:33+00:00,关于exp_anomaly_detection文件，test方法中的adjustment函数
1881148010,cennn,closed,2023-09-05 04:06:51+00:00,2023-09-05 04:52:52+00:00,Bug Fix: ECL_script/Transformer.sh
1881147127,cennn,closed,2023-09-05 04:05:33+00:00,2023-09-05 04:52:41+00:00,Bug Fix: ECL_script/Nonstationary_Transformer.sh
1881145339,cennn,closed,2023-09-05 04:02:59+00:00,2023-09-05 04:53:04+00:00,Fix error: Traffic/Transformer.sh
1880265735,Choujim,closed,2023-09-04 13:13:49+00:00,2023-09-13 09:35:33+00:00,"some confusing contexts, seems like param 'TRAIN' or 'TEST' will leads to no branch, and vali_loader shares the same 'TEST' with test_loader"
1878913563,LY-must-win,closed,2023-09-03 02:44:24+00:00,2023-09-03 11:49:06+00:00,TimesNet训练损失下降明显，验证和测试损失下降缓慢
1871201650,rdyan0053,closed,2023-08-29 08:56:12+00:00,2023-09-02 09:09:32+00:00,关于Dataset_ETT_hour类的scale参数设置
1870064350,rdyan0053,closed,2023-08-28 16:17:19+00:00,2023-09-02 09:10:07+00:00,关于freq参数在自定义数据集上的选择
1868006166,gu-cheng1,closed,2023-08-26 09:53:12+00:00,2023-08-26 11:29:08+00:00,ETSformer代码报错
1866548823,HuntZhaozq,closed,2023-08-25 07:58:31+00:00,2023-09-04 04:22:28+00:00,如何预测未在batch_x内出现的单变量
1860402366,Et6an,closed,2023-08-22 01:39:59+00:00,2023-08-23 03:25:14+00:00,如果已知未来的其他变量该如何预测OT列呢？
1859532982,sujing863,closed,2023-08-21 14:44:27+00:00,2024-07-14 04:14:54+00:00,FEL of FiLM
1858722596,HuntZhaozq,closed,2023-08-21 06:52:57+00:00,2023-08-23 03:32:03+00:00,如何预测生成新的变量？
1854287814,gabriead,closed,2023-08-17 05:40:00+00:00,2023-08-23 03:28:06+00:00,"Could you explain label length, sequence length?"
1853168118,gabriead,closed,2023-08-16 12:44:51+00:00,2023-09-13 09:38:34+00:00,Can't run scripts with GPU-Support
1847151428,cs-fisha,closed,2023-08-11 16:59:16+00:00,2023-08-12 01:15:31+00:00,torch version too low
1844480907,HuntZhaozq,closed,2023-08-10 06:09:47+00:00,2023-08-12 01:05:05+00:00,Backbone of TimesNet
1843341045,Tang4109,closed,2023-08-09 14:13:50+00:00,2023-08-12 01:16:33+00:00,Inception_Block_V1中是不是没有用到最大池化max pooling
1843146948,zhuyulong94,closed,2023-08-09 12:36:51+00:00,2023-08-12 01:05:33+00:00,关于data_loader.py中border1s和border2s作用的问题
1843057775,wecandoforit,closed,2023-08-09 11:40:34+00:00,2023-08-12 01:13:22+00:00,关于异常检测
1841368758,Tang4109,closed,2023-08-08 13:52:54+00:00,2023-08-08 14:13:59+00:00,关于TimesNet中FFT_for_Period函数可能有误的问题
1840414665,Yuanen-Pang,closed,2023-08-08 01:23:28+00:00,2023-08-12 01:09:32+00:00,关于所需预测的变量：过去信息无法使用的问题
1838590807,saqibejaz,closed,2023-08-07 03:04:04+00:00,2023-10-23 04:10:01+00:00,EOF Error in exp_classification.py
1832992844,liziru,closed,2023-08-02 11:26:14+00:00,2023-08-03 07:00:46+00:00,如何提升预测精度和效果
1829198195,bangbangDong,closed,2023-07-31 13:29:26+00:00,2023-08-03 07:02:43+00:00,Dataset split problem in exchange rate
1827312810,fengqsam,closed,2023-07-29 04:34:02+00:00,2023-08-03 07:03:42+00:00,Questions about ablation experiments in research papers
1816966452,longlive1234,closed,2023-07-23 02:56:04+00:00,2024-07-14 04:16:31+00:00,pytorch新版本与新基线
1813710345,TDL77,closed,2023-07-20 10:55:13+00:00,2023-10-23 14:20:19+00:00,Very big request
1811321943,rdyan0053,closed,2023-07-19 07:18:19+00:00,2023-07-19 14:36:12+00:00,Why are the values of `padding_mask` all 1 in UEA heartbeat `classification` task?
1802267484,linpingta,closed,2023-07-13 06:17:22+00:00,2023-09-22 08:28:59+00:00,Error variable def in data_provider/data_loader.py
1800621086,xinming365,closed,2023-07-12 10:00:41+00:00,2023-08-14 06:49:49+00:00,loss 使用问题
1798104351,gabriead,closed,2023-07-11 05:06:53+00:00,2023-07-11 07:05:46+00:00,Can I do multivariate time-series analysis and also add TFT transformer?
1795870708,zhoulian-sudo,closed,2023-07-10 03:38:37+00:00,2023-07-10 08:37:09+00:00,Improve predictive performance for other tasks
1794850500,xiaoxiaoyiban,closed,2023-07-08 08:53:55+00:00,2023-07-10 08:39:28+00:00,FFT之后不是频域信号了吗，那周期是怎么计算的？
1792751012,zhizhuaa,closed,2023-07-07 04:31:13+00:00,2023-07-07 12:07:31+00:00,For TimesNet
1792608510,zhizhuaa,closed,2023-07-07 02:22:12+00:00,2023-07-07 02:30:19+00:00,For TimesNet
1789615204,Wentao-Gao,closed,2023-07-05 13:51:20+00:00,2023-07-05 15:46:38+00:00,torch==1.7.1 is not available for now.
1788100665,rdyan0053,closed,2023-07-04 15:00:29+00:00,2023-07-05 15:52:40+00:00,Should we use lowercase flag values `train` or `test` in `exp_classfication`?
1785596958,Ray9uaza,closed,2023-07-03 08:13:56+00:00,2023-07-05 16:00:49+00:00,Dataset_custom运行其他模型遇到的问题
1785457889,Med-Rokaimi,closed,2023-07-03 06:46:42+00:00,2023-07-05 15:53:44+00:00,It is possible to ignore generating of the time features please?
1785180547,longlive1234,closed,2023-07-03 02:48:05+00:00,2023-07-05 10:10:51+00:00,多元预测的结果是使用Linux系统得到的吗
1784498226,zhizhuaa,closed,2023-07-02 07:17:47+00:00,2023-07-05 15:45:00+00:00,For TimesNet
1781844918,aipymhx,closed,2023-06-30 04:04:19+00:00,2023-07-05 15:55:21+00:00, https://github.com/thuml/Anomaly-Transformer   ---- Why is it not included?
1780728973,seraveea,closed,2023-06-29 12:30:22+00:00,2023-06-30 03:31:18+00:00,Questions about PatchTST model channel-independent encoder
1776298213,zhizhuaa,closed,2023-06-27 07:44:38+00:00,2023-06-27 09:29:43+00:00,TimeNet的predict_linear
1775697388,Med-Rokaimi,closed,2023-06-26 21:47:53+00:00,2023-10-13 06:03:01+00:00,Inverse the normalization of the results in preds and trues npy
1775319833,Med-Rokaimi,closed,2023-06-26 18:13:44+00:00,2023-06-26 20:09:25+00:00,Message error : TypeError: unsupported operand type(s) for %: 'NoneType' and 'int'
1774925684,liuxu77,closed,2023-06-26 14:26:40+00:00,2023-06-27 09:33:51+00:00,PatchTST results
1774827698,bigdata2013lee,closed,2023-06-26 13:49:33+00:00,2023-07-06 03:34:22+00:00, Can't pickle local object 'data_provider.<locals>.<lambda>'
1774127018,freedomaswind94,closed,2023-06-26 07:30:50+00:00,2023-06-26 11:52:50+00:00,请问一下有没有使用文档？提供以下谢谢
1770533415,DhavalRepo18,closed,2023-06-22 23:47:38+00:00,2023-06-26 07:21:45+00:00,Any ETA for completing the leaderboard excerise as pointed out in main repo
1768885231,thw1021,closed,2023-06-22 03:59:18+00:00,2023-06-26 07:17:34+00:00,如何对时间序列模型的预测结果进行快速纠正？
1764516643,ycglsy,closed,2023-06-20 02:32:28+00:00,2023-06-24 04:05:33+00:00,"使用作者m4中Hourly-train.csv，报错RuntimeError: Given groups=1, weight of size [512, 7, 3], expected input[32, 1, 38] to have 7 channels, but got 1 channels instead"
1764492822,ycglsy,closed,2023-06-20 01:59:31+00:00,2023-06-20 02:31:20+00:00,TypeError: 'NoneType' object is not subscriptable是什么问题？
1762065231,JaaakeTang,closed,2023-06-18 01:13:23+00:00,2023-06-26 07:08:29+00:00,ValueError报错
1759842776,Sunting78,closed,2023-06-16 03:00:46+00:00,2023-06-16 05:23:28+00:00,当跑多次结果，即：--itr 5设置为5，指标波动，是正常的吗？
1757252438,remicazorla,closed,2023-06-14 16:17:25+00:00,2023-06-15 02:55:45+00:00,Multi features to single
1756031726,vaeaea,closed,2023-06-14 04:28:56+00:00,2023-06-15 02:56:48+00:00,关于M4数据集的含义
1755902297,czwangry123,closed,2023-06-14 01:58:12+00:00,2023-06-15 02:58:22+00:00,Train own data set
1754631194,hfkl1998,closed,2023-06-13 11:08:22+00:00,2023-06-13 15:17:05+00:00,reformer_pytorch==1.4.4
1754592245,vaeaea,closed,2023-06-13 10:47:12+00:00,2023-06-13 15:11:49+00:00,关于TimesNet中短期预测的数据集划分问题
1753974864,Sunting78,closed,2023-06-13 03:45:22+00:00,2023-06-15 02:58:35+00:00,Non-stationary Transformers 无法到达论文指标
1753855651,asfixcb,closed,2023-06-13 01:28:28+00:00,2023-06-13 06:59:20+00:00,如果数据不是显著周期性的
